holder_concentration,liquidity_lock_ratio,creator_tx_pattern,buy_sell_ratio,contract_similarity_score,fund_flow_pattern,price_change_24h,liquidity_usd,volume_24h,total_jobs,completion_rate,trust_score,age_days,lp_drain_rate,deployer_age_days,token_supply_concentration,renounced_ownership,verified_contract,social_presence_score,audit_score,label
0.8205490580184678,0.13731471029651668,0.42293010359046257,0.17197703964806088,0.9159352434112122,0.7198769778118459,0.0,0.49981980062759285,0.13886327440188978,0.15836208894597623,0.23423509367073764,0.2819664529647173,0.30688463819190953,0.38495683350738896,0.2889727697592967,0.4922323039920777,0,0,0.2874044778254011,0.0443664072521061,1
0.37207825440375086,0.581250870683696,0.11362608612552724,0.37476902113662164,0.23605551636206595,0.10697468731293577,0.0,0.8870842633029461,0.6317730445207669,0.65774793001664,0.8226746302748157,0.6222859938533493,0.47342508779305,0.07082103232615278,0.5561418972179587,0.39392721114286927,1,1,0.8739160078169113,0.20028903212050808,0
0.7922720220190511,0.055983806384506556,0.7414473885445989,0.043806291522787026,0.5599525717859946,0.8911897344041171,0.0,0.255599993781271,0.05859751926162781,0.19481012084851554,0.06747727040318138,0.25137565861861083,0.39699959758310455,0.8994437345630301,0.1365824931751533,0.6202097020681354,0,0,0.33643432813133145,0.03725992978314018,1
0.8421800500642607,0.25548576701815573,0.6418531975718151,1.0,0.8329756053909155,0.8075762799678456,0.0,0.4958514533225031,0.2187989802894959,0.0765268151341932,0.009804512145565948,0.031553222170892424,0.4609652896170265,0.748848492603702,0.3053864122211926,0.7148146389414927,1,0,0.31558586268405137,0.18162809597653923,1
0.8029039337627771,0.2116069252466406,0.7751188297442102,0.8211106273040862,0.5689715001573192,0.7372898805230761,0.0,0.3367454238721086,0.3176299072697702,0.05864693543776253,0.11708497818993124,0.050354240683966836,0.1510739748220582,0.5985090483969633,0.24683826782535762,1.0,1,0,0.0783441810443333,0.18418596159435688,1
0.9411335084044017,0.02193646476291803,0.7076367292672184,0.22638171740958105,0.7248237899942207,0.6040875750797015,0.0,0.5675291283752533,0.17808207042529814,0.21639120235373163,0.4672232128009011,0.3305358689916382,0.2204268079368244,0.8683252827287242,0.28890031327427695,0.9124082257563562,0,0,0.1754185875237404,0.054823381491166084,1
0.8483911146124862,0.1527755133373201,0.5556509770137771,0.9911829188349139,0.6018524646457324,0.943510934407291,0.0,0.3094709353569051,0.1001291503806622,0.20725030008119755,0.023683083916875534,0.047133125042459895,0.32148205228597615,0.6629811543038802,0.2770238714564064,0.8706761111341279,0,0,0.31610350909766066,0.033553731835875164,1
0.8862114790853969,0.09740729000581923,0.6160598728347508,0.14862881098173694,0.45589464416885395,0.6611498942900165,0.0,0.3838660575841452,0.08727884620773134,0.09953189874867925,0.17833169279984154,0.2226924311369893,0.23200000560208314,0.7237996375876902,0.3208577863900776,0.6189356311996101,0,0,0.18769518783127564,0.2297527205417308,1
0.08435421989558378,0.5281840533966745,0.12796120300238217,0.43787497297498634,0.2861386924378834,0.11753494083558558,0.0,0.6786923654215469,0.49247058173432445,0.7204736111610791,0.8623742458287182,0.6582762907309538,0.523831043132871,0.06879320805063371,0.9682128096248387,0.2176338050535908,1,1,0.45244486938014294,0.6172795059546834,0
0.30023541530941616,0.5994356844031372,0.03366492662214389,0.46718443962923484,0.36322775377248884,0.18014806585133267,0.23828876512623925,0.5571861578572208,0.39489973710846654,1.0,0.7988310509301013,0.6539587976968356,0.9989579033566666,0.12050883938085312,0.6754721128792353,0.12644390171732722,1,0,0.5013236831688199,0.596900026253987,0
